Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T044_001,SE_T044_002,SE_T044_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T063_001,SE_T063_002,SE_T063_003,SE_T063_004,SE_T063_005,SE_T063_006,SE_T063_007,SE_T063_008,SE_T063_009,SE_T063_010,SE_T063_011,SE_T063_012,SE_T063_013,SE_T063_014,SE_T063_015,SE_T063_016,SE_T063_017,SE_T063_018,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T071_001,SE_T071_002,SE_T071_003,SE_T071_004
"Gem County","Gem County, Idaho","1452724628","12445495","050","00","4","8","16045","16","045",16719,16719,29.80745,560.900130811417,565.7054,560.9001,4.805233,16719,8283,8436,16719,1102,1067,1195,734,1178,1626,1894,2525,2291,1719,959,429,42.9,41.8,44.1,16719,15616,20,94,84,13,519,373,16719,15383,14898,20,77,78,10,13,287,1336,718,0,17,6,3,506,86,6495,4611,3698,913,312,601,1884,1578,306,16719,16568,14314,4611,3698,4732,386,99,102,273,413,2254,1578,306,370,151,129,22,7099,6495,4931,1564,7099,6495,604,604,149,266,189
"Gooding County","Gooding County, Idaho","1888031360","12289863","050","00","4","8","16047","16","047",15464,15464,21.21341,728.973014546786,733.7181,728.973,4.745143,15464,7999,7465,15464,1288,1311,1227,737,1350,1938,1759,1932,1594,1238,809,281,34.3,33.3,35.8,15464,12481,37,127,72,11,2368,368,15464,11120,10758,13,86,60,10,11,182,4344,1723,24,41,12,1,2357,186,5531,3927,3120,807,319,488,1604,1341,263,15464,15412,13439,3927,3120,5024,328,171,109,354,406,1973,1341,263,369,52,43,9,6093,5531,3654,1877,6093,5531,562,562,176,226,160
"Idaho County","Idaho County, Idaho","21956239945","67335736","050","00","4","8","16049","16","049",16267,16267,1.918878,8477.351771514,8503.351,8477.352,25.99847,16267,8492,7775,16267,867,870,1004,664,985,1421,1671,2500,2841,2068,1024,352,48,47.2,48.7,16267,15259,42,480,68,7,103,308,16267,15846,15028,38,446,65,6,9,254,421,231,4,34,3,1,94,54,6834,4536,3808,728,274,454,2298,1954,344,16267,15743,13041,4536,3808,3842,279,58,68,172,278,2702,1954,344,404,524,471,53,8744,6834,5229,1605,8744,6834,1910,1910,182,1380,348
"Jefferson County","Jefferson County, Idaho","2832154816","31267656","050","00","4","8","16051","16","051",26140,26140,23.90487,1093.50115907873,1105.574,1093.501,12.07251,26140,13114,13026,26140,2818,2628,2450,1391,2053,3621,3046,3207,2422,1476,777,251,30,30,30,26140,23844,52,203,103,23,1514,401,26140,23499,22925,40,132,103,22,19,258,2641,919,12,71,0,1,1495,143,8146,6698,5748,950,345,605,1448,1225,223,26140,26029,24296,6698,5748,10343,516,135,92,403,361,1733,1225,223,285,111,80,31,8722,8146,6774,1372,8722,8146,576,576,102,270,204
"Jerome County","Jerome County, Idaho","1546700901","12864129","050","00","4","8","16053","16","053",22374,22374,37.4658,597.184592361046,602.1515,597.1846,4.966868,22374,11429,10945,22374,2131,1939,1760,1118,2113,3078,2630,2815,2283,1400,828,279,31.7,31.1,32.1,22374,17904,62,302,76,17,3532,481,22374,15445,14958,39,156,62,12,21,197,6929,2946,23,146,14,5,3511,284,7540,5656,4428,1228,504,724,1884,1527,357,22374,22268,19884,5656,4428,7548,538,225,135,649,705,2384,1527,357,500,106,74,32,8101,7540,5002,2538,8101,7540,561,561,178,223,160
"Kootenai County","Kootenai County, Idaho","3222267856","185180068","050","00","4","8","16055","16","055",138494,138494,111.3184,1244.12464613736,1315.623,1244.125,71.49843,138494,68257,70237,138494,8963,9466,9743,6072,12008,16742,17248,19864,18310,11464,6191,2423,38.9,37.7,40,138494,130844,416,1781,961,129,1041,3322,138494,133226,127454,381,1570,925,117,117,2662,5268,3390,35,211,36,12,924,660,54200,37316,29233,8083,2676,5407,16884,13170,3714,138494,137006,115258,37316,29233,39152,2334,866,870,1742,3745,21748,13170,3714,4864,1488,917,571,63177,54200,38353,15847,63177,54200,8977,8977,1392,6636,949
"Latah County","Latah County, Idaho","2786815890","2372731","050","00","4","8","16057","16","057",37244,37244,34.61352,1075.99571889908,1076.912,1075.996,0.9161166,37244,19163,18081,37244,2128,1835,1848,1158,9451,5224,3624,4214,3904,2148,1186,524,28.3,27.4,29.3,37244,34557,293,237,781,52,375,949,37244,35918,33746,288,218,773,45,46,802,1326,811,5,19,8,7,329,147,14708,8241,6816,1425,526,899,6467,4154,2313,37244,34158,24349,8241,6816,7862,256,246,118,244,566,9809,4154,2313,3342,3086,192,2894,15988,14708,8265,6443,15988,14708,1280,1280,481,377,422
"Lemhi County","Lemhi County, Idaho","11819118494","13894478","050","00","4","8","16059","16","059",7936,7936,1.739059,4563.38739484507,4568.752,4563.387,5.364688,7936,4049,3887,7936,425,395,445,311,425,672,761,1268,1476,1049,499,210,49.7,49.4,50,7936,7654,18,57,30,3,44,130,7936,7755,7543,16,49,29,3,1,114,181,111,2,8,1,0,43,16,3576,2267,1886,381,135,246,1309,1134,175,7936,7856,6355,2267,1886,1774,115,44,38,91,140,1501,1134,175,192,80,75,5,4729,3576,2650,926,4729,3576,1153,1153,99,829,225
"Lewis County","Lewis County, Idaho","1240073685","2444478","050","00","4","8","16061","16","061",3821,3821,7.980448,478.795163529715,479.739,478.7952,0.9438183,3821,1916,1905,3821,238,246,213,151,225,344,345,625,600,487,254,93,48,47.6,48.3,3821,3450,14,180,17,5,63,92,3821,3693,3398,14,176,12,5,1,87,128,52,0,4,5,0,62,5,1657,1041,841,200,74,126,616,541,75,3821,3747,3047,1041,841,941,58,19,24,33,90,700,541,75,84,74,17,57,1880,1657,1170,487,1880,1657,223,223,35,111,77
"Lincoln County","Lincoln County, Idaho","3111625420","11608239","050","00","4","8","16063","16","063",5208,5208,4.334923,1201.40536249589,1205.887,1201.405,4.481966,5208,2691,2517,5208,450,505,446,298,424,706,601,627,578,304,199,70,32,32.4,31.4,5208,4171,19,38,20,3,844,113,5208,3732,3607,18,30,18,3,4,52,1476,564,1,8,2,0,840,61,1705,1271,1036,235,114,121,434,350,84,5208,5171,4618,1271,1036,1802,110,71,56,130,142,553,350,84,119,37,37,0,1976,1705,1215,490,1976,1705,271,271,77,96,98
"Madison County","Madison County, Idaho","1215237613","10412190","050","00","4","8","16065","16","065",37536,37536,79.99899,469.205892845836,473.2261,469.2059,4.020169,37536,18186,19350,37536,3594,2475,2340,1339,13659,5337,2410,2460,1830,1143,668,281,22.6,23.6,21.6,37536,35235,185,99,352,55,1059,551,37536,35318,34218,178,81,348,51,43,399,2218,1017,7,18,4,4,1016,152,10611,7887,7172,715,210,505,2724,1077,1647,37536,36500,27462,7887,7172,10992,339,182,75,357,458,9038,1077,1647,6314,1036,127,909,11280,10611,5119,5492,11280,10611,669,669,257,264,148
"Minidoka County","Minidoka County, Idaho","1962152486","13820933","050","00","4","8","16067","16","067",20069,20069,26.49054,757.591327836268,762.9276,757.5913,5.336292,20069,10154,9915,20069,1686,1531,1607,1069,1685,2387,2117,2709,2309,1616,923,430,35.3,33.9,37.1,20069,16091,77,248,88,1,3076,488,20069,13576,13095,44,146,70,1,21,199,6493,2996,33,102,18,0,3055,289,7170,5315,4289,1026,377,649,1855,1579,276,20069,19987,17739,5315,4289,6577,463,179,129,406,381,2248,1579,276,393,82,60,22,7665,7170,5333,1837,7665,7170,495,495,134,199,162
"Nez Perce County","Nez Perce County, Idaho","2196547487","21212976","050","00","4","8","16069","16","069",39265,39265,46.29805,848.091799653126,856.2822,848.0918,8.190376,39265,19468,19797,39265,2218,2333,2422,1542,3927,4632,4513,5544,5071,3460,2386,1217,40.8,39.4,42.3,39265,35390,117,2206,279,37,261,975,39265,38156,34835,112,2074,277,35,13,810,1109,555,5,132,2,2,248,165,16241,10331,7929,2402,737,1665,5910,4641,1269,39265,38299,30768,10331,7929,9746,775,264,186,502,1035,7531,4641,1269,1621,966,594,372,17438,16241,11084,5157,17438,16241,1197,1197,334,555,308
"Oneida County","Oneida County, Idaho","3108143349","3995379","050","00","4","8","16071","16","071",4286,4286,3.571485,1200.06091147913,1201.604,1200.061,1.542624,4286,2191,2095,4286,327,381,353,222,245,449,430,606,559,365,233,116,39.1,38.2,40.1,4286,4144,9,22,20,1,46,44,4286,4160,4073,9,21,20,1,1,35,126,71,0,1,0,0,45,9,1545,1161,1018,143,48,95,384,348,36,4286,4236,3814,1161,1018,1439,87,11,11,39,48,422,348,36,38,50,49,1,1906,1545,1260,285,1906,1545,361,361,18,236,107
"Owyhee County","Owyhee County, Idaho","19853582270","81509222","050","00","4","8","16073","16","073",11526,11526,1.503618,7665.51132128798,7696.982,7665.511,31.47089,11526,5895,5631,11526,886,940,967,576,927,1338,1343,1566,1371,955,492,165,36,35.7,36.4,11526,8757,23,495,62,1,1916,272,11526,8547,7867,18,432,56,1,14,159,2979,890,5,63,6,0,1902,113,4076,2954,2336,618,227,391,1122,938,184,11526,11366,10001,2954,2336,3760,233,108,87,254,269,1365,938,184,243,160,113,47,4781,4076,2856,1220,4781,4076,705,705,112,422,171
"Payette County","Payette County, Idaho","1053780320","8827481","050","00","4","8","16075","16","075",22623,22623,55.60295,406.866885869742,410.2752,406.8669,3.40831,22623,11191,11432,22623,1738,1799,1772,1175,1746,2546,2721,3062,2602,2016,1049,397,37.2,36,38.2,22623,20053,52,255,189,16,1419,639,22623,19260,18388,41,185,187,15,15,429,3363,1665,11,70,2,1,1404,210,8262,6017,4740,1277,414,863,2245,1829,416,22623,22529,19743,6017,4740,7162,578,157,133,382,574,2786,1829,416,541,94,94,0,8945,8262,5989,2273,8945,8262,683,683,220,280,183
"Power County","Power County, Idaho","3636974257","99512615","050","00","4","8","16077","16","077",7817,7817,5.566698,1404.24370151522,1442.666,1404.244,38.42204,7817,4025,3792,7817,718,664,645,387,728,942,843,1023,920,557,289,101,33.2,32.7,33.8,7817,5867,22,179,32,7,1523,187,7817,5489,5164,18,161,32,6,2,106,2328,703,4,18,0,1,1521,81,2641,2019,1600,419,153,266,622,522,100,7817,7770,7013,2019,1600,2669,244,61,65,189,166,757,522,100,135,47,39,8,2944,2641,1962,679,2944,2641,303,303,65,100,138
"Shoshone County","Shoshone County, Idaho","6810799882","14137045","050","00","4","8","16079","16","079",12765,12765,4.854231,2629.66474284823,2635.123,2629.665,5.458344,12765,6424,6341,12765,620,737,786,517,821,1213,1475,1981,2078,1449,790,298,46.2,45.5,46.8,12765,12174,26,183,47,12,68,255,12765,12385,11929,20,177,44,5,6,204,380,245,6,6,3,7,62,51,5605,3511,2716,795,307,488,2094,1752,342,12765,12605,10095,3511,2716,3018,243,80,69,153,305,2510,1752,342,416,160,160,0,7061,5605,4017,1588,7061,5605,1456,1456,321,860,275
"Teton County","Teton County, Idaho","1164084404","2859304","050","00","4","8","16081","16","081",10170,10170,22.62738,449.455500179924,450.5595,449.4555,1.103984,10170,5321,4849,10170,983,866,760,414,668,1741,1759,1330,985,392,209,63,33.2,33.7,32.7,10170,8709,25,35,48,12,1193,148,10170,8449,8286,12,27,48,12,3,61,1721,423,13,8,0,0,1190,87,3651,2509,2151,358,142,216,1142,800,342,10170,10163,8572,2509,2151,3294,97,65,46,203,207,1591,800,342,449,7,0,7,5478,3651,2589,1062,5478,3651,1827,1827,313,1317,197
"Twin Falls County","Twin Falls County, Idaho","4975917336","18417854","050","00","4","8","16083","16","083",77230,77230,40.19857,1921.21259557959,1928.324,1921.213,7.111174,77230,38115,39115,77230,6367,5919,5543,3315,7580,10450,8759,10002,8589,5653,3465,1588,34.4,33.6,35.3,77230,68693,342,606,922,83,4829,1755,77230,66660,63841,307,428,895,79,65,1045,10570,4852,35,178,27,4,4764,710,28760,19954,15563,4391,1382,3009,8806,7002,1804,77230,76158,64787,19954,15563,23640,1528,572,520,1194,1816,11371,7002,1804,2565,1072,756,316,31072,28760,19123,9637,31072,28760,2312,2312,847,906,559
"Valley County","Valley County, Idaho","9491050481","177273029","050","00","4","8","16085","16","085",9862,9862,2.691216,3664.51523945285,3732.961,3664.515,68.4455,9862,5107,4755,9862,512,528,574,335,523,1011,1211,1610,1899,1131,417,111,46.9,46.6,47.3,9862,9445,11,68,41,1,154,142,9862,9476,9277,9,38,41,1,4,106,386,168,2,30,0,0,150,36,4393,2870,2450,420,157,263,1523,1224,299,9862,9796,7938,2870,2450,2229,88,45,39,58,159,1858,1224,299,335,66,50,16,11789,4393,3305,1088,11789,4393,7396,7396,367,6765,264
"Washington County","Washington County, Idaho","3763204795","53213072","050","00","4","8","16087","16","087",10198,10198,7.018671,1452.98158292625,1473.527,1452.982,20.54568,10198,5017,5181,10198,575,693,776,474,659,938,1130,1398,1464,1144,657,290,43.6,42.6,44.9,10198,8835,18,101,91,3,930,220,10198,8482,8166,10,75,90,3,12,126,1716,669,8,26,1,0,918,94,4034,2803,2213,590,197,393,1231,1042,189,10198,10079,8601,2803,2213,2805,253,72,77,147,231,1478,1042,189,247,119,90,29,4529,4034,2949,1085,4529,4034,495,495,87,223,185
"Adams County","Adams County, Illinois","2214963578","41793038","050","00","2","3","17001","17","001",67103,67103,78.46449,855.202207886677,871.3386,855.2022,16.13638,67103,32667,34436,67103,4232,4240,4264,2725,6002,7736,7916,9822,8419,5650,4074,2023,40.7,39.2,42.2,67103,62868,2331,111,441,12,243,1097,67103,66327,62414,2288,100,430,12,75,1008,776,454,43,11,11,0,168,89,27375,17677,13679,3998,1074,2924,9698,8227,1471,67103,64816,53356,17677,13679,18244,1068,368,292,578,1450,11460,8227,1471,1762,2287,1547,740,29842,27375,19757,7618,29842,27375,2467,2467,683,722,1062
"Alexander County","Alexander County, Illinois","609965908","44268323","050","00","2","3","17003","17","003",8238,8238,34.97953,235.509156026978,252.6013,235.5092,17.0921,8238,4182,4056,8238,585,529,466,305,741,946,920,1204,1145,762,471,164,41.1,39.3,43,8238,5018,2915,26,16,6,114,143,8238,8083,4983,2908,25,16,6,5,140,155,35,7,1,0,0,109,3,3329,2093,1318,775,160,615,1236,1119,117,8238,7695,6320,2093,1318,2187,275,70,58,146,173,1375,1119,117,139,543,478,65,4006,3329,2290,1039,4006,3329,677,677,70,199,408
"Bond County","Bond County, Illinois","984918676","6426360","050","00","2","3","17005","17","005",17768,17768,46.72356,380.279235270588,382.7605,380.2792,2.481232,17768,9284,8484,17768,955,1002,1032,661,1827,2294,2385,2695,2246,1345,905,421,39.7,38.1,42.1,17768,16143,1080,92,68,3,58,324,17768,17221,15797,1061,76,67,3,7,210,547,346,19,16,1,0,51,114,6427,4340,3443,897,315,582,2087,1722,365,17768,15708,13087,4340,3443,4290,316,82,86,172,358,2621,1722,365,534,2060,1680,380,7089,6427,4966,1461,7089,6427,662,662,88,223,351
"Boone County","Boone County, Illinois","727059777","3380831","050","00","2","3","17007","17","007",54165,54165,192.9507,280.719360861904,282.0247,280.7194,1.305346,54165,27059,27106,54165,3716,4409,4694,2865,4289,5863,8048,7987,5930,3788,1908,668,36.8,36,37.5,54165,45724,1064,200,686,23,5048,1420,54165,43198,40757,976,68,667,15,49,666,10967,4967,88,132,19,8,4999,754,18505,14273,11395,2878,991,1887,4232,3489,743,54165,53855,48665,14273,11395,18454,1103,454,487,1182,1317,5190,3489,743,958,310,301,9,19970,18505,14912,3593,19970,18505,1465,1465,298,787,380
"Brown County","Brown County, Illinois","791518279","4139308","050","00","2","3","17009","17","009",6937,6937,22.69909,305.606926364138,307.2051,305.6069,1.598196,6937,4450,2487,6937,296,323,287,208,781,1318,1106,1064,695,457,276,126,37.3,35.5,42,6937,5276,1280,14,16,2,306,43,6937,6535,5191,1275,10,16,2,6,35,402,85,5,4,0,0,300,8,2099,1346,1077,269,88,181,753,676,77,6937,4827,3974,1346,1077,1313,81,23,15,25,94,853,676,77,100,2110,2110,0,2462,2099,1611,488,2462,2099,363,363,49,169,145
"Bureau County","Bureau County, Illinois","2250780454","11583679","050","00","2","3","17011","17","011",34978,34978,40.24942,869.031214044235,873.5037,869.0312,4.472484,34978,17119,17859,34978,2036,2329,2289,1501,2453,3794,4244,5263,4743,3134,2118,1074,42.5,41.2,43.8,34978,32937,212,98,228,6,1046,451,34978,32283,31473,191,63,220,6,4,326,2695,1464,21,35,8,0,1042,125,14262,9605,7651,1954,649,1305,4657,3993,664,34978,34522,29012,9605,7651,9802,545,177,147,325,760,5510,3993,664,853,456,390,66,15720,14262,10845,3417,15720,14262,1458,1458,343,543,572
"Calhoun County","Calhoun County, Illinois","657402816","77057174","050","00","2","3","17013","17","013",5089,5089,20.04927,253.824657102658,283.5766,253.8247,29.75194,5089,2528,2561,5089,275,291,331,216,345,497,616,792,702,561,328,135,44.6,44.1,45.1,5089,5032,7,9,12,0,10,19,5089,5049,5001,6,9,12,0,3,18,40,31,1,0,0,0,7,1,2085,1447,1234,213,67,146,638,569,69,5089,4999,4277,1447,1234,1388,62,23,16,31,76,722,569,69,84,90,69,21,2835,2085,1681,404,2835,2085,750,750,43,529,178
"Carroll County","Carroll County, Illinois","1152045333","55821513","050","00","2","3","17015","17","015",15387,15387,34.59251,444.807200651123,466.36,444.8072,21.55281,15387,7708,7679,15387,730,864,942,625,1053,1478,1685,2326,2422,1712,1073,477,46.5,45.2,47.7,15387,14906,123,47,53,3,87,168,15387,14950,14596,122,35,53,2,3,139,437,310,1,12,0,1,84,29,6622,4343,3514,829,289,540,2279,1973,306,15387,15164,12494,4343,3514,3777,242,76,69,123,350,2670,1973,306,391,223,178,45,8437,6622,5163,1459,8437,6622,1815,1815,191,1295,329
"Cass County","Cass County, Illinois","973365036","20581547","050","00","2","3","17017","17","017",13642,13642,36.29945,375.818365181615,383.765,375.8184,7.94658,13642,6838,6804,13642,931,902,950,618,1112,1659,1744,1963,1621,1093,727,322,38.7,37.1,40.5,13642,11769,419,38,44,1,1185,186,13642,11351,10830,379,15,43,1,5,78,2291,939,40,23,1,0,1180,108,5270,3561,2693,868,295,573,1709,1395,314,13642,13458,11328,3561,2693,3841,320,131,80,260,442,2130,1395,314,421,184,147,37,5836,5270,3826,1444,5836,5270,566,566,145,201,220
"Champaign County","Champaign County, Illinois","2580316235","5509218","050","00","2","3","17019","17","019",201081,201081,201.8347,996.265681539837,998.3928,996.2657,2.127121,201081,100390,100691,201081,11658,10637,10211,6573,47783,30246,21263,23159,19485,10280,6806,2980,28.9,27.7,30.2,201081,147600,24946,549,17969,134,4361,5522,201081,190474,142470,24553,360,17879,129,387,4696,10607,5130,393,189,90,5,3974,826,80665,42737,32012,10725,2753,7972,37928,26760,11168,201081,184952,129507,42737,32012,44496,2370,1477,962,1901,3552,55445,26760,11168,17517,16129,1404,14725,87569,80665,43419,37246,87569,80665,6904,6904,3959,1724,1221
"Christian County","Christian County, Illinois","1837278793","16221497","050","00","2","3","17021","17","021",34800,34800,49.05711,709.37735927734,715.6405,709.3774,6.263155,34800,17654,17146,34800,2093,2061,2165,1457,2822,3985,4346,5375,4400,3049,2042,1005,41.6,39.9,43.4,34800,33610,495,51,167,8,147,322,34800,34329,33331,492,41,165,7,9,284,471,279,3,10,2,1,138,38,14055,9211,7035,2176,725,1451,4844,4201,643,34800,33190,27551,9211,7035,9146,673,171,146,309,860,5639,4201,643,795,1610,1559,51,15563,14055,10550,3505,15563,14055,1508,1508,361,457,690
"Clark County","Clark County, Illinois","1298666494","8806915","050","00","2","3","17023","17","023",16335,16335,32.57761,501.417958693245,504.8183,501.418,3.400369,16335,7962,8373,16335,929,1025,1069,695,1256,1750,2053,2540,2072,1542,937,467,42.3,41,43.5,16335,16027,48,25,55,3,56,121,16335,16163,15925,48,24,54,3,3,106,172,102,0,1,1,0,53,15,6782,4593,3631,962,306,656,2189,1877,312,16335,16114,13528,4593,3631,4417,286,65,74,131,331,2586,1877,312,397,221,221,0,7772,6782,5160,1622,7772,6782,990,990,218,341,431
"Clay County","Clay County, Illinois","1212932408","3304659","050","00","2","3","17025","17","025",13815,13815,29.49932,468.315819223873,469.5918,468.3158,1.275936,13815,6781,7034,13815,852,903,853,556,1078,1552,1602,2083,1868,1224,853,391,42.2,40.6,43.7,13815,13499,47,32,63,0,63,111,13815,13664,13429,43,30,63,0,0,99,151,70,4,2,0,0,63,12,5697,3790,2967,823,289,534,1907,1648,259,13815,13510,11263,3790,2967,3680,261,73,53,114,325,2247,1648,259,340,305,164,141,6404,5697,4429,1268,6404,5697,707,707,99,233,375
"Clinton County","Clinton County, Illinois","1227874498","75592326","050","00","2","3","17027","17","027",37762,37762,79.65237,474.085038231837,503.2714,474.0851,29.18636,37762,19529,18233,37762,2195,2326,2440,1621,3207,5031,5070,6047,4367,2726,1956,776,39.3,37.8,41.1,37762,35284,1338,94,167,13,442,424,37762,36704,34766,1323,80,167,11,17,340,1058,518,15,14,0,2,425,84,14005,9760,7917,1843,630,1213,4245,3516,729,37762,35690,30228,9760,7917,10689,486,202,167,278,729,5462,3516,729,1217,2072,1953,119,15311,14005,11077,2928,15311,14005,1306,1306,195,756,355
"Coles County","Coles County, Illinois","1316466333","4624844","050","00","2","3","17029","17","029",53873,53873,105.9886,508.290503276463,510.0762,508.2905,1.785662,53873,25958,27915,53873,2824,2710,2744,1664,12677,6148,5187,6653,5835,3707,2526,1198,31.6,30.8,32.5,53873,50029,2067,104,531,13,310,819,53873,52718,49330,2022,79,523,10,37,717,1155,699,45,25,8,3,273,102,21463,11963,8968,2995,861,2134,9500,6729,2771,53873,49384,35429,11963,8968,11717,739,279,208,412,1143,13955,6729,2771,4455,4489,653,3836,23425,21463,12864,8599,23425,21463,1962,1962,873,457,632
"Cook County","Cook County, Illinois","2448383588","1785882224","050","00","2","3","17031","17","031",5194675,5194675,5495.114,945.326189928293,1634.859,945.3262,689.533,5194675,2514314,2680361,5194675,342493,331837,339576,218374,514319,831563,709795,717063,569326,324521,204431,91377,35.3,34,36.6,5194675,2877212,1287767,21559,322672,1724,551971,131770,5194675,3949913,2278358,1265778,6682,318869,1043,7751,71432,1244762,598854,21989,14877,3803,681,544220,60338,1966356,1211420,803942,407478,101003,306475,754936,609582,145354,5194675,5104393,4164854,1211420,803942,1555503,158359,89217,65422,159554,121437,939539,609582,145354,184603,90282,45749,44533,2180359,1966356,1143857,822499,2180359,1966356,214003,214003,92024,56282,65697
"Crawford County","Crawford County, Illinois","1148994475","5670462","050","00","2","3","17033","17","033",19817,19817,44.67019,443.629249247487,445.8186,443.6292,2.189378,19817,10287,9530,19817,1008,1067,1212,766,1729,2471,2530,3121,2577,1696,1149,491,41.7,39.9,44.2,19817,18381,934,48,103,8,162,181,19817,19455,18216,923,42,100,7,7,160,362,165,11,6,3,1,155,21,7763,5154,4081,1073,347,726,2609,2258,351,19817,18322,15246,5154,4081,4921,341,89,91,171,398,3076,2258,351,467,1495,1420,75,8661,7763,6114,1649,8661,7763,898,898,202,240,456
